game_id,game_ts_static,entry_ts_static,side_static,edge_static,entry_px_static,p_side_static,wager_static,n_contracts_static,entry_px_actual_static,won_static,pnl_static,wager_dynamic,n_contracts_dynamic,entry_px_actual_dynamic,won_dynamic,pnl_dynamic,n_pause_events_dynamic,n_resume_events_dynamic,fill_ratio_vs_qmax_dynamic
64fb0c10-3ce1-4592-a3f9-65395a9e58af,2025-08-01 23:30:00+00:00,2025-08-01 15:00:00+00:00,YES,0.10673018932342532,0.41,0.5167301893234253,1459.1687274051521,3849.233493171453,0.3790803363822226,1,2326.6347657663014,1766.0064524266754,4517.50581483988,0.39092510885661585,1.0,2676.1993624132047,55.0,3.0,1.3503114529742155
66b295b9-ed48-41fe-8fd7-4cca0813f9f5,2025-07-08 15:30:00+00:00,2025-07-08 04:45:00+00:00,NO,0.07585252523422237,0.30000000000000004,0.3758525252342224,447.62627395359476,1622.7366926914096,0.2758465227104582,0,-470.32627395359475,602.9805960157355,2171.9915308989916,0.27761645818488095,0.0,-633.4805960157355,52.0,2.0,1.5612693239160587
673f7bf8-4cb2-4836-9dec-4131b50da342,2025-08-16 18:00:00+00:00,2025-08-16 03:15:00+00:00,YES,0.29983103513717646,0.56,0.8598310351371765,14971.053795138716,27344.61391989058,0.5474955265047173,1,11899.340124751865,15093.91000000001,27564.0,0.5475950515164711,1.0,11992.08999999999,0.0,0.0,0.9960253571485127
6a9e0ff7-c5b4-4a72-b217-41dc4a8caa4f,2025-08-06 02:00:00+00:00,2025-08-05 07:00:00+00:00,NO,0.3618546456098557,0.44999999999999996,0.8118546456098557,93.25,212.0,0.43985849056603776,1,115.09,93.25,212.0,0.43985849056603776,1.0,115.09,0.0,0.0,0.017715374501049572
6adda940-e25a-4b97-9334-bfcbbb00d303,2025-07-28 23:00:00+00:00,2025-07-28 12:30:00+00:00,YES,0.05657753527164458,0.17,0.2265775352716446,336.0298603957655,2104.4991274735344,0.1596721310116064,0,-355.7998603957655,335.0189101056051,2003.111749725512,0.16724923617042983,0.0,-354.54891010560505,77.0,2.0,1.2195395588113755
6d17df9c-9585-4b14-b1ab-7334c0443b45,2025-08-30 02:00:00+00:00,2025-08-29 07:15:00+00:00,NO,0.14991149187088015,0.47,0.6199114918708801,6093.15,13469.0,0.4523832504269062,1,7142.280000000001,6079.200000000001,13438.0,0.45238874832564374,1.0,7125.759999999999,0.0,0.0,0.5966573566183103
7162ed3d-7135-4801-b3a8-ba85cbcaa7ea,2025-06-15 22:00:00+00:00,2025-06-15 05:30:00+00:00,YES,0.2125312566757202,0.45,0.6625312566757202,1450.0135882158925,4050.787745044146,0.3579584217884243,0,-1515.1835882158925,2261.1504496831567,6167.619161032615,0.3666164188556323,0.0,-2361.410449683157,76.0,1.0,1.5379243148443762
74f4d3c6-f105-49b3-bb25-ee57ac47d235,2025-08-13 23:30:00+00:00,2025-08-13 11:45:00+00:00,NO,0.12422191977500918,0.47,0.5942219197750092,4881.105665933025,10728.447099854402,0.4549685169253682,1,5661.111433921377,5624.185069851957,12169.123942611595,0.4621684433797426,1.0,6333.188872759638,1.0,0.0,1.1377419852639532
772cef5b-3110-4eaf-a68b-6eb3cd04f42a,2025-06-06 23:30:00+00:00,2025-06-06 12:15:00+00:00,YES,0.1407347512245178,0.23,0.3707347512245178,222.48457504211058,1222.3398686426872,0.18201531402977333,1,987.1152936005766,261.9521157476211,1243.154147250531,0.21071571560693214,1.0,966.7220315029099,65.0,2.0,1.3891087882554192
7a6fecee-f650-46ac-af8f-8dfc5ff13ae2,2025-07-29 23:30:00+00:00,2025-07-29 05:45:00+00:00,NO,0.11944526433944702,0.25,0.369445264339447,736.6257801078333,3230.1555656862315,0.22804653371279368,1,2453.7197855783984,750.8724897168731,3148.646144713393,0.23847471427603742,1.0,2357.7436549965196,32.0,3.0,1.2611813906911167
83fc47a0-fbb1-4f04-8af2-94e9a1fd566e,2025-07-16 17:00:00+00:00,2025-07-16 04:15:00+00:00,NO,0.1946576309204101,0.18000000000000005,0.37465763092041016,250.06,1430.0,0.17486713286713287,0,-264.51,250.06,1430.0,0.17486713286713287,0.0,-264.51,0.0,0.0,0.2470567457250062
84da0d09-cdf5-46a5-89eb-d489373ed8ed,2025-06-12 02:00:00+00:00,2025-06-11 13:30:00+00:00,NO,0.11724735021591182,0.18000000000000005,0.29724735021591187,12.39,70.0,0.17700000000000002,1,56.89,10.01,56.0,0.17875,1.0,45.410000000000004,0.0,0.0,0.02425393833795444
8a325ea5-03e5-4940-bb7a-2eb4c8b2b077,2025-06-29 20:00:00+00:00,2025-06-29 04:30:00+00:00,NO,0.19611328840255737,0.25,0.4461132884025574,698.6448937544845,2913.103723977019,0.23982836175866837,1,2177.2788302225345,652.0583808118322,2718.993253382634,0.2398161084072651,1.0,2032.2348725708018,28.0,0.0,1.0812056309417717
8a594783-4b88-43cd-b381-a8660e3a0766,2025-05-27 23:00:00+00:00,2025-05-27 13:00:00+00:00,YES,0.3129020285606384,0.38,0.6929020285606384,947.4037866901324,2560.5507748381956,0.37,0,-989.1937866901324,779.4389678230476,2102.0782914136425,0.3707944518559662,0.0,-813.7689678230477,3.0,0.0,1.0407919010710704
8b0ee0bd-54cf-4be2-a8ba-b16813be20b6,2025-06-07 19:00:00+00:00,2025-06-07 04:30:00+00:00,YES,0.1381078326702118,0.16,0.2981078326702118,302.2995035482802,2087.796690321868,0.1447935543482808,1,1767.397186773588,310.5704165405879,2088.752603378675,0.1486870278644885,1.0,1759.6721868380869,35.0,2.0,1.2628949495279567
92c4a40c-74f4-4a28-be37-18237fca81a5,2025-05-23 23:30:00+00:00,2025-05-23 12:30:00+00:00,NO,0.09931676149368285,0.14,0.23931676149368286,182.8703747902309,2235.8930532247878,0.08178851601443114,0,-194.6303747902309,368.3900000000001,4213.0,0.0874412532637076,0.0,-391.9300000000001,2.0,0.0,2.017641459997196
93a98ff0-ed90-4c11-8f56-dfd70e55ed58,2025-09-12 00:00:00+00:00,2025-09-11 07:00:00+00:00,NO,0.1892402425408365,0.7,0.8892402425408364,1818.8699999999997,2662.0,0.6832719759579262,0,-1859.1999999999996,1726.4700000000003,2522.0,0.6845638382236321,0.0,-1764.6000000000004,0.0,0.0,0.08887109448529212
9998a61a-229c-44c2-b892-ee5b1ea16c23,2025-06-02 00:30:00+00:00,2025-06-01 12:15:00+00:00,YES,0.0670652312040329,0.18,0.2470652312040329,124.41376780579105,890.5983414699359,0.13969683303075286,0,-131.91376780579105,207.88376743940907,1280.7088884643456,0.16231929778255497,0.0,-220.07376743940907,99.0,3.0,1.7169759506511966
9bb7fd31-2faf-4602-bf65-4532dd75baba,2025-07-13 22:00:00+00:00,2025-07-13 05:15:00+00:00,NO,0.0949998521804809,0.31000000000000005,0.40499985218048096,870.1139521563591,3222.6442672457747,0.26999999999999996,1,2308.060315089416,1124.318214703281,3986.400795197337,0.2820384282628622,1.0,2805.5725804940557,43.0,0.0,1.476352290223628
a1382913-f5c5-4721-9dee-4195779e9b68,2025-08-23 20:00:00+00:00,2025-08-23 04:00:00+00:00,NO,0.19466778397560125,0.43999999999999995,0.6346677839756012,2167.499999999999,5103.0,0.424750146972369,1,2848.2200000000007,2167.5,5103.0,0.4247501469723692,1.0,2848.22,0.0,0.0,0.21567724207787003
a17fdde4-604b-4197-8c9a-97dc9b78c44e,2025-05-29 23:00:00+00:00,2025-05-29 13:00:00+00:00,NO,0.09309141159057621,0.07999999999999996,0.17309141159057617,103.51999999999998,1484.0,0.06975741239892182,0,-110.26999999999998,103.51999999999998,1484.0,0.06975741239892182,0.0,-110.26999999999998,0.0,0.0,1.1442345576066875
a1ca524f-e7ce-449f-ab32-66adea0ba523,2025-08-01 23:30:00+00:00,2025-08-01 05:45:00+00:00,NO,0.15966734647750846,0.5900000000000001,0.7496673464775085,1153.0900000000001,1957.0,0.5892130812468064,1,770.7499999999999,1153.0900000000001,1957.0,0.5892130812468064,1.0,770.7499999999999,0.0,0.0,0.41195573364723326
a35a38a3-fdb6-40a3-86f1-842d77ac32bf,2025-05-24 02:00:00+00:00,2025-05-23 12:30:00+00:00,NO,0.32377356052398687,0.18999999999999995,0.5137735605239868,253.94,1581.0,0.16061986084756483,1,1312.1299999999999,253.93999999999997,1581.0,0.1606198608475648,1.0,1312.1299999999999,0.0,0.0,0.4007401915996462
a4d71aea-7129-4510-a0c0-686300cd53cf,2025-07-07 23:30:00+00:00,2025-07-07 12:30:00+00:00,NO,0.09287727117538447,0.31000000000000005,0.4028772711753845,538.8616129722695,2073.775434508729,0.2598456920673883,0,-566.7816129722695,827.6529643842189,3131.168153246348,0.2643272171525252,0.0,-870.2829643842189,68.0,1.0,1.68225133336015
ab22cb38-adf5-49e7-8d94-af37949f1527,2025-08-26 23:00:00+00:00,2025-08-26 06:00:00+00:00,YES,0.11368976593017577,0.39,0.5036897659301758,3233.9200000000005,8368.0,0.3864627151051626,1,4995.19,3202.720000000001,8288.0,0.38642857142857157,1.0,4947.719999999998,0.0,0.0,0.5274174712831724
