draw,terminal_wealth_ideal,terminal_wealth_constrained
708,1991.2051622159972,4791.755231366541
709,54774.328401670784,55714.991612652564
710,208131.8964167841,203515.73908946058
711,522685.6342853026,90899.59911587508
712,3871.5298743718263,11220.577357736585
713,728.0914547833539,2084.935511334389
714,641701.3704388707,210427.10511296094
715,33081.47710636541,32654.267291877957
716,121322.2519691214,72059.77469718375
717,18760.449521373903,45804.83431207348
718,142720.22110928938,70213.39746720041
719,588034.9063021329,195964.67712451116
720,4369.708842329794,6772.898016750951
721,199156.0841846439,116732.34926984194
722,4498.38830271686,3540.6439333064236
723,360909.05180061824,206378.2766035338
724,7521.804439573841,12773.184631791824
725,348768.4292867632,102970.57592766927
726,301793.82806551486,450738.34599591
727,1087570.3243146038,598869.0789368567
728,331.4446021406146,500.1406573229873
729,986856.8531344209,218819.01585406478
730,68483.35968099524,163574.91285228208
731,45496.61767041726,36100.44225392275
732,14001.950794787077,33276.05584431589
733,73229.9252360119,29571.421886469772
734,379182.44625876367,80546.7667585579
735,39216.92321852475,26638.090763919616
736,27392.368177028162,23768.66551177577
737,70500.09855202878,31755.559807064456
738,8462682.274933914,2464305.6296885614
739,32957.88351699003,14325.281952174502
740,44455.673418156715,39148.493882252944
741,323980.81867055426,111885.06659714805
742,262937.061204034,255010.87718443866
743,26073.917798390947,38877.82641155809
744,379264.90873982257,112683.70006977837
745,351193.0500445568,419111.9863712622
746,109858.3105514012,21042.019029884923
747,59268.06215605788,32303.490671794974
748,5190041.691235789,489864.043596531
749,73254.05437463384,62728.96116335172
750,4972.6206718238745,5612.955416767894
751,15450.111644364946,19621.875074790092
752,193009.11974433804,51526.50969784644
753,349827.86759057397,285034.4154696215
754,20134.64961425284,7610.159573107729
755,197526.80862416993,186288.98012994108
756,61792.57544134705,56010.742576483535
757,50051.45319338436,27649.748138584608
758,8442.808329258103,6393.132624007497
759,559723.408528199,96212.12904129604
760,595117.265016043,519193.07525051676
761,2432.7045007534853,1806.8870392858241
