game_id,side,entry_px,wager,our_filled,n_needed,total_volume,volume_at_or_below,vol_at_price,fill_pct,share_of_total,share_of_qualifying,won
333e71e9-d362-4003-836b-7d936322e7d2,YES,0.1,426.8119459853757,4268.119459853757,4268.119459853757,139541.0,19971.0,19971.0,1.0,0.030586848738748874,0.21371586099112497,0
e380b602-7a50-4ce9-99e7-63c43f11724e,NO,0.53,2429.0220884566115,5040.1471192992085,5040.1471192992085,19256.0,15659.0,1150.0,1.0,0.26174424175837185,0.32186902862885297,0
83fc47a0-fbb1-4f04-8af2-94e9a1fd566e,NO,0.18000000000000005,250.06,1430.0,1430.0,24008.0,1430.0,0.0,1.0,0.05956347884038654,1.0,0
5e64c14b-9cf3-45d2-bd9d-f0af702d801f,NO,0.35,786.1033723619837,2563.0753947160765,2563.0753947160765,40961.0,40961.0,201.0,1.0,0.06257355520412286,0.06257355520412286,0
1f15d85b-41ea-4e16-b597-b0e14ee9ba73,NO,0.21999999999999997,485.2783755411518,2426.391877705759,2426.391877705759,51141.0,38382.0,0.0,1.0,0.04744513947137832,0.06321692141383353,0
c0fc57e5-f80e-4668-a218-89e26635bcda,YES,0.23,267.36547133399466,1273.1689111142605,1273.1689111142605,33746.0,21554.0,3660.0,1.0,0.03772799475831982,0.059068799810441705,0
32cb5f24-0d87-4645-a3fd-dd1e0fd1a4f6,NO,0.18000000000000005,399.346903605515,2219.7605755861946,2219.7605755861946,15937.0,10334.0,0.0,1.0,0.13928346461606292,0.214801681399864,0
17812353-7592-47dc-9fe1-36f6bb0d8b9d,NO,0.31000000000000005,705.1836339084845,2762.4755150326323,2762.4755150326323,16521.0,16521.0,0.0,1.0,0.16720994582849902,0.16720994582849902,1
d8bda49f-0b5d-428a-9697-070219652f4a,YES,0.22,555.6807153396821,3087.115085220456,3087.115085220456,38957.0,38937.0,5453.0,1.0,0.07924416883282737,0.07928487262039849,0
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,YES,0.45,827.7764280050998,1880.6142844557771,1880.6142844557771,26986.0,11332.0,9482.0,1.0,0.06968851569168373,0.1659560787553633,1
d417a7b2-8eca-4edd-9e75-7875ed550fdd,YES,0.61,1784.546615538986,2928.141992686862,2928.141992686862,10424.0,5639.0,5477.0,1.0,0.2809038749699599,0.5192661806502682,1
