market_ticker,event_ticker,series_ticker,title,yes_sub_title,no_sub_title,status,market_type,open_time,close_time,expected_expiration_time,settlement_ts,rules_primary,rules_secondary,expiration_value,can_close_early,early_close_condition,result,settlement_value_dollars,last_price_dollars,volume_fp,open_interest_fp,custom_strike
KXWNBAGAME-25AUG21MINATL-MIN,KXWNBAGAME-25AUG21MINATL,KXWNBAGAME,Minnesota vs Atlanta Winner?,Minnesota,Minnesota,finalized,binary,2025-08-20 12:00:00+00:00,2025-08-22 01:53:05.871033+00:00,2025-08-22 02:30:00+00:00,2025-08-22 01:58:05.094436+00:00,"If Minnesota wins the Minnesota vs Atlanta professional women's basketball game originally scheduled for Aug 21, 2025, then the market resolves to Yes.",,Atlanta,True,This market will close and expire after a winner is declared.,no,0.0,0.01,164946.0,107427.0,{'basketball_team': 'a7cfa9e6-9741-48f0-a041-18915949e1c4'}
KXWNBAGAME-25AUG21PHXLV-LV,KXWNBAGAME-25AUG21PHXLV,KXWNBAGAME,Phoenix vs Las Vegas Winner?,Las Vegas,Las Vegas,finalized,binary,2025-08-20 12:00:00+00:00,2025-08-22 03:56:55.288856+00:00,2025-08-22 05:00:00+00:00,2025-08-22 04:01:56.093460+00:00,"If Las Vegas wins the Phoenix vs Las Vegas professional women's basketball game originally scheduled for Aug 21, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,131764.0,89082.0,{'basketball_team': '3b8c40d9-1fac-4fb2-b861-dc3e2331d799'}
KXWNBAGAME-25AUG21PHXLV-PHX,KXWNBAGAME-25AUG21PHXLV,KXWNBAGAME,Phoenix vs Las Vegas Winner?,Phoenix,Phoenix,finalized,binary,2025-08-20 12:00:00+00:00,2025-08-22 03:56:55.288856+00:00,2025-08-22 05:00:00+00:00,2025-08-22 04:01:56.093460+00:00,"If Phoenix wins the Phoenix vs Las Vegas professional women's basketball game originally scheduled for Aug 21, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,no,0.0,0.01,102537.0,80287.0,{'basketball_team': 'a007957c-46fa-4d50-82f8-48dd4da02ba6'}
KXWNBAGAME-25AUG21WSHCONN-CONN,KXWNBAGAME-25AUG21WSHCONN,KXWNBAGAME,Washington vs Connecticut Winner?,Connecticut,Connecticut,finalized,binary,2025-08-20 12:00:00+00:00,2025-08-22 01:14:43.728705+00:00,2025-08-22 02:00:00+00:00,2025-08-22 01:19:44.093483+00:00,"If Connecticut wins the Washington vs Connecticut professional women's basketball game originally scheduled for Aug 21, 2025, then the market resolves to Yes.",,Connecticut,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,58574.0,29878.0,{'basketball_team': 'f3080452-0b28-45e8-adf6-5b0cfa8347bd'}
KXWNBAGAME-25AUG21WSHCONN-WSH,KXWNBAGAME-25AUG21WSHCONN,KXWNBAGAME,Washington vs Connecticut Winner?,Washington,Washington,finalized,binary,2025-08-20 12:00:00+00:00,2025-08-22 01:14:43.728705+00:00,2025-08-22 02:00:00+00:00,2025-08-22 01:19:44.093483+00:00,"If Washington wins the Washington vs Connecticut professional women's basketball game originally scheduled for Aug 21, 2025, then the market resolves to Yes.",,Connecticut,True,This market will close and expire after a winner is declared.,no,0.0,0.01,60263.0,33790.0,{'basketball_team': '249eb221-9551-49f8-be0e-e0364a897126'}
KXWNBAGAME-25AUG22GSPHX-GS,KXWNBAGAME-25AUG22GSPHX,KXWNBAGAME,Golden State vs Phoenix Winner?,Golden State,Golden State,finalized,binary,2025-08-21 12:00:00+00:00,2025-08-23 04:09:55.811232+00:00,2025-08-23 05:00:00+00:00,2025-08-23 04:14:55.705907+00:00,"If Golden State wins the Golden State vs Phoenix professional women's basketball game originally scheduled for Aug 22, 2025, then the market resolves to Yes.",,Phoenix,True,This market will close and expire after a winner is declared.,no,0.0,0.01,135202.0,101647.0,{'basketball_team': '3da59c6b-c58b-4900-88cf-cf8382611868'}
KXWNBAGAME-25AUG22GSPHX-PHX,KXWNBAGAME-25AUG22GSPHX,KXWNBAGAME,Golden State vs Phoenix Winner?,Phoenix,Phoenix,finalized,binary,2025-08-21 12:00:00+00:00,2025-08-23 04:09:55.811232+00:00,2025-08-23 05:00:00+00:00,2025-08-23 04:14:55.705907+00:00,"If Phoenix wins the Golden State vs Phoenix professional women's basketball game originally scheduled for Aug 22, 2025, then the market resolves to Yes.",,Phoenix,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,79830.0,56648.0,{'basketball_team': 'a007957c-46fa-4d50-82f8-48dd4da02ba6'}
KXWNBAGAME-25AUG22MININD-IND,KXWNBAGAME-25AUG22MININD,KXWNBAGAME,Minnesota vs Indiana Winner?,Indiana,Indiana,finalized,binary,2025-08-21 12:00:00+00:00,2025-08-23 01:43:24.212724+00:00,2025-08-23 02:30:00+00:00,2025-08-23 01:48:24.696148+00:00,"If Indiana wins the Minnesota vs Indiana professional women's basketball game originally scheduled for Aug 22, 2025, then the market resolves to Yes.",,Minnesota,True,This market will close and expire after a winner is declared.,no,0.0,0.01,134658.0,77370.0,{'basketball_team': '4a9939f7-dd96-474a-a036-525722701370'}
KXWNBAGAME-25AUG22MININD-MIN,KXWNBAGAME-25AUG22MININD,KXWNBAGAME,Minnesota vs Indiana Winner?,Minnesota,Minnesota,finalized,binary,2025-08-21 12:00:00+00:00,2025-08-23 01:43:24.212724+00:00,2025-08-23 02:30:00+00:00,2025-08-23 01:48:24.696148+00:00,"If Minnesota wins the Minnesota vs Indiana professional women's basketball game originally scheduled for Aug 22, 2025, then the market resolves to Yes.",,Minnesota,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,127967.0,70766.0,{'basketball_team': 'a7cfa9e6-9741-48f0-a041-18915949e1c4'}
KXWNBAGAME-25AUG22SEADAL-DAL,KXWNBAGAME-25AUG22SEADAL,KXWNBAGAME,Seattle vs Dallas Winner?,Dallas,Dallas,finalized,binary,2025-08-21 12:00:00+00:00,2025-08-23 01:51:37.390439+00:00,2025-08-23 02:30:00+00:00,2025-08-23 01:56:37.696254+00:00,"If Dallas wins the Seattle vs Dallas professional women's basketball game originally scheduled for Aug 22, 2025, then the market resolves to Yes.",,Seattle,True,This market will close and expire after a winner is declared.,no,0.0,0.01,71588.0,57053.0,{'basketball_team': 'e1f8423b-aac4-4be1-a81e-934ca854f69c'}
KXWNBAGAME-25AUG22SEADAL-SEA,KXWNBAGAME-25AUG22SEADAL,KXWNBAGAME,Seattle vs Dallas Winner?,Seattle,Seattle,finalized,binary,2025-08-21 12:00:00+00:00,2025-08-23 01:51:37.390439+00:00,2025-08-23 02:30:00+00:00,2025-08-23 01:56:37.696254+00:00,"If Seattle wins the Seattle vs Dallas professional women's basketball game originally scheduled for Aug 22, 2025, then the market resolves to Yes.",,Seattle,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,49448.0,39232.0,{'basketball_team': 'db3626f5-9c8b-4c2b-85d4-e29b5a0520f9'}
KXWNBAGAME-25AUG23CONNCHI-CHI,KXWNBAGAME-25AUG23CONNCHI,KXWNBAGAME,Connecticut vs Chicago Winner?,Chicago,Chicago,finalized,binary,2025-08-22 12:00:00+00:00,2025-08-23 23:08:45.356782+00:00,2025-08-23 23:00:00+00:00,2025-08-23 23:13:45.694756+00:00,"If Chicago wins the Connecticut vs Chicago professional women's basketball game originally scheduled for Aug 23, 2025, then the market resolves to Yes.",,Connecticut,True,This market will close and expire after a winner is declared.,no,0.0,0.01,81570.0,59207.0,{'basketball_team': '3512bac1-d718-416b-bd86-697f361f6e68'}
KXWNBAGAME-25AUG23CONNCHI-CONN,KXWNBAGAME-25AUG23CONNCHI,KXWNBAGAME,Connecticut vs Chicago Winner?,Connecticut,Connecticut,finalized,binary,2025-08-22 12:00:00+00:00,2025-08-23 23:08:45.356782+00:00,2025-08-23 23:00:00+00:00,2025-08-23 23:13:45.694756+00:00,"If Connecticut wins the Connecticut vs Chicago professional women's basketball game originally scheduled for Aug 23, 2025, then the market resolves to Yes.",,Connecticut,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,100327.0,42782.0,{'basketball_team': 'f3080452-0b28-45e8-adf6-5b0cfa8347bd'}
KXWNBAGAME-25AUG23LVWSH-LV,KXWNBAGAME-25AUG23LVWSH,KXWNBAGAME,Las Vegas vs Washington Winner?,Las Vegas,Las Vegas,finalized,binary,2025-08-22 12:00:00+00:00,2025-08-23 22:22:09.690874+00:00,2025-08-23 22:00:00+00:00,2025-08-23 22:27:12.695290+00:00,"If Las Vegas wins the Las Vegas vs Washington professional women's basketball game originally scheduled for Aug 23, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,138928.0,85911.0,{'basketball_team': '3b8c40d9-1fac-4fb2-b861-dc3e2331d799'}
KXWNBAGAME-25AUG23LVWSH-WSH,KXWNBAGAME-25AUG23LVWSH,KXWNBAGAME,Las Vegas vs Washington Winner?,Washington,Washington,finalized,binary,2025-08-22 12:00:00+00:00,2025-08-23 22:22:09.690874+00:00,2025-08-23 22:00:00+00:00,2025-08-23 22:27:12.695290+00:00,"If Washington wins the Las Vegas vs Washington professional women's basketball game originally scheduled for Aug 23, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,no,0.0,0.01,99288.0,58886.0,{'basketball_team': '249eb221-9551-49f8-be0e-e0364a897126'}
KXWNBAGAME-25AUG23NYATL-ATL,KXWNBAGAME-25AUG23NYATL,KXWNBAGAME,New York vs Atlanta Winner?,Atlanta,Atlanta,finalized,binary,2025-08-22 12:00:00+00:00,2025-08-23 20:18:05.204531+00:00,2025-08-23 21:00:00+00:00,2025-08-23 20:23:05.715280+00:00,"If Atlanta wins the New York vs Atlanta professional women's basketball game originally scheduled for Aug 23, 2025, then the market resolves to Yes.",,Atlanta,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,51953.0,32024.0,{'basketball_team': 'b981c23e-ac45-4e4f-b2b3-cf434a4b1eb3'}
KXWNBAGAME-25AUG23NYATL-NY,KXWNBAGAME-25AUG23NYATL,KXWNBAGAME,New York vs Atlanta Winner?,New York,New York,finalized,binary,2025-08-22 12:00:00+00:00,2025-08-23 20:18:05.204531+00:00,2025-08-23 21:00:00+00:00,2025-08-23 20:23:05.715280+00:00,"If New York wins the New York vs Atlanta professional women's basketball game originally scheduled for Aug 23, 2025, then the market resolves to Yes.",,Atlanta,True,This market will close and expire after a winner is declared.,no,0.0,0.01,45556.0,32046.0,{'basketball_team': '604e3820-06da-4bec-911b-63b33d203d42'}
KXWNBAGAME-25AUG24GSDAL-DAL,KXWNBAGAME-25AUG24GSDAL,KXWNBAGAME,Golden State vs Dallas Winner?,Dallas,Dallas,finalized,binary,2025-08-23 12:00:00+00:00,2025-08-24 23:14:27.047852+00:00,2025-08-24 23:00:00+00:00,2025-08-24 23:19:27.695183+00:00,"If Dallas wins the Golden State vs Dallas professional women's basketball game originally scheduled for Aug 24, 2025, then the market resolves to Yes.",,Golden State,True,This market will close and expire after a winner is declared.,no,0.0,0.01,98462.0,65136.0,{'basketball_team': 'e1f8423b-aac4-4be1-a81e-934ca854f69c'}
KXWNBAGAME-25AUG24GSDAL-GS,KXWNBAGAME-25AUG24GSDAL,KXWNBAGAME,Golden State vs Dallas Winner?,Golden State,Golden State,finalized,binary,2025-08-23 12:00:00+00:00,2025-08-24 23:14:27.047852+00:00,2025-08-24 23:00:00+00:00,2025-08-24 23:19:27.695183+00:00,"If Golden State wins the Golden State vs Dallas professional women's basketball game originally scheduled for Aug 24, 2025, then the market resolves to Yes.",,Golden State,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,127128.0,63231.0,{'basketball_team': '3da59c6b-c58b-4900-88cf-cf8382611868'}
KXWNBAGAME-25AUG24INDMIN-IND,KXWNBAGAME-25AUG24INDMIN,KXWNBAGAME,Indiana vs Minnesota Winner?,Indiana,Indiana,finalized,binary,2025-08-23 12:00:00+00:00,2025-08-25 01:27:01.717532+00:00,2025-08-25 02:00:00+00:00,2025-08-25 01:32:01.694832+00:00,"If Indiana wins the Indiana vs Minnesota professional women's basketball game originally scheduled for Aug 24, 2025, then the market resolves to Yes.",,Minnesota,True,This market will close and expire after a winner is declared.,no,0.0,0.01,172850.0,121063.0,{'basketball_team': '4a9939f7-dd96-474a-a036-525722701370'}
KXWNBAGAME-25AUG24INDMIN-MIN,KXWNBAGAME-25AUG24INDMIN,KXWNBAGAME,Indiana vs Minnesota Winner?,Minnesota,Minnesota,finalized,binary,2025-08-23 12:00:00+00:00,2025-08-25 01:27:01.717532+00:00,2025-08-25 02:00:00+00:00,2025-08-25 01:32:01.694832+00:00,"If Minnesota wins the Indiana vs Minnesota professional women's basketball game originally scheduled for Aug 24, 2025, then the market resolves to Yes.",,Minnesota,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,176465.0,83728.0,{'basketball_team': 'a7cfa9e6-9741-48f0-a041-18915949e1c4'}
KXWNBAGAME-25AUG24SEAWSH-SEA,KXWNBAGAME-25AUG24SEAWSH,KXWNBAGAME,Seattle vs Washington Winner?,Seattle,Seattle,finalized,binary,2025-08-23 12:00:00+00:00,2025-08-24 21:43:09.524297+00:00,2025-08-24 22:00:00+00:00,2025-08-24 21:48:09.695808+00:00,"If Seattle wins the Seattle vs Washington professional women's basketball game originally scheduled for Aug 24, 2025, then the market resolves to Yes.",,Seattle,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,61436.0,38678.0,{'basketball_team': 'db3626f5-9c8b-4c2b-85d4-e29b5a0520f9'}
KXWNBAGAME-25AUG24SEAWSH-WSH,KXWNBAGAME-25AUG24SEAWSH,KXWNBAGAME,Seattle vs Washington Winner?,Washington,Washington,finalized,binary,2025-08-23 12:00:00+00:00,2025-08-24 21:43:09.524297+00:00,2025-08-24 22:00:00+00:00,2025-08-24 21:48:09.695808+00:00,"If Washington wins the Seattle vs Washington professional women's basketball game originally scheduled for Aug 24, 2025, then the market resolves to Yes.",,Seattle,True,This market will close and expire after a winner is declared.,no,0.0,0.01,73155.0,43690.0,{'basketball_team': '249eb221-9551-49f8-be0e-e0364a897126'}
KXWNBAGAME-25AUG25CONNNY-CONN,KXWNBAGAME-25AUG25CONNNY,KXWNBAGAME,Connecticut vs New York Winner?,Connecticut,Connecticut,finalized,binary,2025-08-24 12:00:00+00:00,2025-08-26 01:29:24.320964+00:00,2025-08-26 02:00:00+00:00,2025-08-26 01:34:24.696080+00:00,"If Connecticut wins the Connecticut vs New York professional women's basketball game originally scheduled for Aug 25, 2025, then the market resolves to Yes.",,New York,True,This market will close and expire after a winner is declared.,no,0.0,0.01,193841.0,122264.0,{'basketball_team': 'f3080452-0b28-45e8-adf6-5b0cfa8347bd'}
KXWNBAGAME-25AUG25CONNNY-NY,KXWNBAGAME-25AUG25CONNNY,KXWNBAGAME,Connecticut vs New York Winner?,New York,New York,finalized,binary,2025-08-24 12:00:00+00:00,2025-08-26 01:29:24.320964+00:00,2025-08-26 02:00:00+00:00,2025-08-26 01:34:24.696080+00:00,"If New York wins the Connecticut vs New York professional women's basketball game originally scheduled for Aug 25, 2025, then the market resolves to Yes.",,New York,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,87182.0,50310.0,{'basketball_team': '604e3820-06da-4bec-911b-63b33d203d42'}
KXWNBAGAME-25AUG25LVCHI-CHI,KXWNBAGAME-25AUG25LVCHI,KXWNBAGAME,Las Vegas vs Chicago Winner?,Chicago,Chicago,finalized,binary,2025-08-24 12:00:00+00:00,2025-08-26 02:26:28.480690+00:00,2025-08-26 03:00:00+00:00,2025-08-26 02:31:28.696710+00:00,"If Chicago wins the Las Vegas vs Chicago professional women's basketball game originally scheduled for Aug 25, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,no,0.0,0.01,116644.0,62924.0,{'basketball_team': '3512bac1-d718-416b-bd86-697f361f6e68'}
KXWNBAGAME-25AUG25LVCHI-LV,KXWNBAGAME-25AUG25LVCHI,KXWNBAGAME,Las Vegas vs Chicago Winner?,Las Vegas,Las Vegas,finalized,binary,2025-08-24 12:00:00+00:00,2025-08-26 02:26:28.480690+00:00,2025-08-26 03:00:00+00:00,2025-08-26 02:31:28.696710+00:00,"If Las Vegas wins the Las Vegas vs Chicago professional women's basketball game originally scheduled for Aug 25, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,100417.0,52433.0,{'basketball_team': '3b8c40d9-1fac-4fb2-b861-dc3e2331d799'}
KXWNBAGAME-25AUG26PHXLA-LA,KXWNBAGAME-25AUG26PHXLA,KXWNBAGAME,Phoenix vs Los Angeles Winner?,Los Angeles,Los Angeles,finalized,binary,2025-08-25 12:00:00+00:00,2025-08-27 04:17:40.013766+00:00,2025-08-27 05:00:00+00:00,2025-08-27 04:22:40.695086+00:00,"If Los Angeles wins the Phoenix vs Los Angeles professional women's basketball game originally scheduled for Aug 26, 2025, then the market resolves to Yes.",,Phoenix,True,This market will close and expire after a winner is declared.,no,0.0,0.01,112951.0,72079.0,{'basketball_team': 'd42bc7b5-1ebd-472d-b74b-ffacfe4eea18'}
KXWNBAGAME-25AUG26PHXLA-PHX,KXWNBAGAME-25AUG26PHXLA,KXWNBAGAME,Phoenix vs Los Angeles Winner?,Phoenix,Phoenix,finalized,binary,2025-08-25 12:00:00+00:00,2025-08-27 04:17:40.013766+00:00,2025-08-27 05:00:00+00:00,2025-08-27 04:22:40.695086+00:00,"If Phoenix wins the Phoenix vs Los Angeles professional women's basketball game originally scheduled for Aug 26, 2025, then the market resolves to Yes.",,Phoenix,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,92234.0,58116.0,{'basketball_team': 'a007957c-46fa-4d50-82f8-48dd4da02ba6'}
KXWNBAGAME-25AUG26SEAIND-IND,KXWNBAGAME-25AUG26SEAIND,KXWNBAGAME,Seattle vs Indiana Winner?,Indiana,Indiana,finalized,binary,2025-08-25 12:00:00+00:00,2025-08-27 01:06:49.137600+00:00,2025-08-27 02:00:00+00:00,2025-08-27 01:11:49.694522+00:00,"If Indiana wins the Seattle vs Indiana professional women's basketball game originally scheduled for Aug 26, 2025, then the market resolves to Yes.",,Indiana,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,69721.0,45424.0,{'basketball_team': '4a9939f7-dd96-474a-a036-525722701370'}
KXWNBAGAME-25AUG26SEAIND-SEA,KXWNBAGAME-25AUG26SEAIND,KXWNBAGAME,Seattle vs Indiana Winner?,Seattle,Seattle,finalized,binary,2025-08-25 12:00:00+00:00,2025-08-27 01:06:49.137600+00:00,2025-08-27 02:00:00+00:00,2025-08-27 01:11:49.694522+00:00,"If Seattle wins the Seattle vs Indiana professional women's basketball game originally scheduled for Aug 26, 2025, then the market resolves to Yes.",,Indiana,True,This market will close and expire after a winner is declared.,no,0.0,0.01,52440.0,37922.0,{'basketball_team': 'db3626f5-9c8b-4c2b-85d4-e29b5a0520f9'}
KXWNBAGAME-25AUG27CONNDAL-CONN,KXWNBAGAME-25AUG27CONNDAL,KXWNBAGAME,Connecticut vs Dallas Winner?,Connecticut,Connecticut,finalized,binary,2025-08-26 12:00:00+00:00,2025-08-28 02:20:06.207179+00:00,2025-08-28 03:00:00+00:00,2025-08-28 02:25:06.698099+00:00,"If Connecticut wins the Connecticut vs Dallas professional women's basketball game originally scheduled for Aug 27, 2025, then the market resolves to Yes.",,Connecticut,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,122733.0,63516.0,{'basketball_team': 'f3080452-0b28-45e8-adf6-5b0cfa8347bd'}
KXWNBAGAME-25AUG27CONNDAL-DAL,KXWNBAGAME-25AUG27CONNDAL,KXWNBAGAME,Connecticut vs Dallas Winner?,Dallas,Dallas,finalized,binary,2025-08-26 12:00:00+00:00,2025-08-28 02:20:06.207179+00:00,2025-08-28 03:00:00+00:00,2025-08-28 02:25:06.698099+00:00,"If Dallas wins the Connecticut vs Dallas professional women's basketball game originally scheduled for Aug 27, 2025, then the market resolves to Yes.",,Connecticut,True,This market will close and expire after a winner is declared.,no,0.0,0.01,133561.0,62420.0,{'basketball_team': 'e1f8423b-aac4-4be1-a81e-934ca854f69c'}
KXWNBAGAME-25AUG27LVATL-ATL,KXWNBAGAME-25AUG27LVATL,KXWNBAGAME,Las Vegas vs Atlanta Winner?,Atlanta,Atlanta,finalized,binary,2025-08-26 12:00:00+00:00,2025-08-28 01:36:50.263636+00:00,2025-08-28 02:30:00+00:00,2025-08-28 01:41:50.698348+00:00,"If Atlanta wins the Las Vegas vs Atlanta professional women's basketball game originally scheduled for Aug 27, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,no,0.0,0.01,101304.0,56954.0,{'basketball_team': 'b981c23e-ac45-4e4f-b2b3-cf434a4b1eb3'}
KXWNBAGAME-25AUG27LVATL-LV,KXWNBAGAME-25AUG27LVATL,KXWNBAGAME,Las Vegas vs Atlanta Winner?,Las Vegas,Las Vegas,finalized,binary,2025-08-26 12:00:00+00:00,2025-08-28 01:36:50.263636+00:00,2025-08-28 02:30:00+00:00,2025-08-28 01:41:50.698348+00:00,"If Las Vegas wins the Las Vegas vs Atlanta professional women's basketball game originally scheduled for Aug 27, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,115599.0,64910.0,{'basketball_team': '3b8c40d9-1fac-4fb2-b861-dc3e2331d799'}
